DOORS ID,Taipei Circle Line Alarm List (English),Taipei Circle Line Alarm List (Chinese),TWC,CBTC,WSP,MLK,Core,LATS,PSD,SCADA,PSIS,VHD,ALARM EQUATE,Alarm Description (English),Alarm Description (Chinese),Alarm Code Prefix,PRI,Train Status,Territory-Based Y/N,Routing,ACK Policy,Inactive Policy,Inactive Condition,Source Mapping,Subsystem ,Feature,Related Work Item,"""Fixed"" 
Release(s)",Notes
ATS_GA_AL-289,<PVID><TID> At <TRACKING LOC>: Two Or More Cars with Electrodynamic Brake Failures,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREELECBRAKEFAIL_ON,The FLDC has reported that there are 2 or more cars with electrodynamic brake failures.,,R110,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-290,<PVID><TID> At <TRACKING LOC>: Two Or More HSCBs Open,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREHSBCOPENFAIL_ON,The FLDC has reported that there are 2 or more HSCBs (High Speed Circuit Breakers) open.,,R111,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-291,<PVID><TID> At <TRACKING LOC>: Major Faults On Two Or More Propulsion TCUs,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREMAJORFAULT_ON,The FLDC has reported that major faults exist on 2 or more Propulsion TCUs.,,R112,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-293,<PVID><TID> At <TRACKING LOC>: Dead Man Circuit Exclusion,,,,,,,,,,,X,TTT_OBSI_FLDC_TAR_DEADMANEXCL_ON,The FLDC has reported that the dead man circuit has been excluded.,,R114,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-294,<PVID><TID> At <TRACKING LOC>: Dead Man Intervention On,,,,,,,,,,,X,TTT_OBSI_FLDC_TAR_DEADMANINT_ON,The FLDC has reported that there is a dead man intervention has occurred.,,R115,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-295,<PVID><TID> At <TRACKING LOC>: Dead Man Major Fault,,,,,,,,,,,X,TTT_OBSI_FLDC_TAR_DEADMANMAJORFAULT_ON,The FLDC has reported that there is a major fault with the dead man.,,R116,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-296,<PVID><TID> At <TRACKING LOC>: Train Accident Recorder Major Fault,,,,,,,,,,,X,TTT_OBSI_FLDC_TAR_MAJORFAULT_ON,The FLDC has reported that there is a major fault with the TAR.,,R117,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-297,<PVID><TID> At <TRACKING LOC>: Zero Speed Major Fault,,,,,,,,,,,X,TTT_OBSI_FLDC_TAR_ZEROSPEEDMAJORFAULT_ON,The FLDC has reported that there is a major fault with detecting zero speed.,,R118,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-289,<PVID><TID> At <TRACKING LOC>: Three Or More Cars with Electrodynamic Brake Failures,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREELECBRAKEFAIL_ON,The VHD has reported that there are 3 or more cars with electrodynamic brake failures.,,R150,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-290,<PVID><TID> At <TRACKING LOC>: Three Or More HSCBs Open,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREHSBCOPENFAIL_ON,The VHD has reported that there are 3 or more HSCBs (High Speed Circuit Breakers) open.,,R151,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-291,<PVID><TID> At <TRACKING LOC>: Major Faults On Three Or More Propulsion TCUs,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TWOORMOREMAJORFAULT_ON,The VHD has reported that major faults exist on 3 or more Propulsion TCUs.,,R152,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-206,<PVID><TID> At <TRACKING LOC>: Both 110V DC To DC Converters Failed,,,,,,,,,,,X,TTT_OBSI_FLDC_BATTLVPS_BOTHDC24CONVFAIL_ON,The VHD has reported that both of the +/- 110V DC to DC converters have failed.,,R153,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-219,<PVID><TID> At <TRACKING LOC>: <CARa>: Major Fault Of Both BCUs  On Car <Cara>,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_BCUaCARaMAJORFAULT_ON,The VHD has reported that there is a major fault of the Brake Control Unit.,,R154,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-217,<PVID><TID> At <TRACKING LOC>: Bogie MB <MBnn> Air Suspension Failure On Bogie,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_AIRSUSPMBnFAIL_ON,The VHD has reported that there is an air suspension failure on a bogie.,,R155,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-229,<PVID><TID> At <TRACKING LOC>: Bogie  Brake <MBnn> Failed To Release After AUX System Intervention,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_MBnFAILEDTOREL_ON,The VHD has reported that brakes have failed to release after AUX system intervention.,,R156,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-209,<PVID><TID> At <TRACKING LOC>: BC Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_BATTLVPS_LVPSSWINCONGRUITY_ON,The VHD has reported that there is a LVPS (Low Voltage Power Supply) software incongruity.,,R157,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-212,<PVID><TID> At <TRACKING LOC>: Both Air Supply Units Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_AIRSUPPLYFAIL_ON,The VHD has reported that a train has an air supply failure.,,R158,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-273,<PVID><TID> At <TRACKING LOC>: CCU Car A1 Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_MASTERFAIL_ON,The VHD has reported that there is a failure with the CCU that is master.,,R159,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-276,<PVID><TID> At <TRACKING LOC>: CCU Car B1 Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_STANDBYFAIL_ON,The VHD has reported that there is a failure with the CCU that is in standby.,,R160,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>:  Two or more Main Battery Contactors (3K01) in failure,,,,,,,,,,,X,,The VHD has reported that there are two or more Main Battery Contactors (3K01) in failure.,,R161,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Two or more Emergency Battery Contactors (3K02) in failure,,,,,,,,,,,X,,The VHD has reported that there are two or more Emergency Battery Contactors (3K02) in failure.,,R162,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: One Sleeping Bus Battery Contactor (3K03) in failure,,,,,,,,,,,X,,The VHD has reported that there is one Sleeping Bus Battery Contactor (3K03) in failure.,,R163,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Both Sleeping Battery Contactors (3K03) in failure,,,,,,,,,,,X,,The VHD has reported that both Sleeping Battery Contactors (3K03) are in failure.,,R164,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: At least one Battery Insulator Contactor (3K04) in failure,,,,,,,,,,,X,,The VHD has reported that there is at least one Battery Insulator Contactor (3K04) in failure.,,R165,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Two or more Emergency Battery Contactors (3K06) in failure,,,,,,,,,,,X,,The VHD has reported that there are two or more Emergency Battery Contactors (3K06) in failure.,,R166,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,<PVID><TID> At <TRACKING LOC>: Emergency Release Handle Is Activated  On Car <CARa>,,,,,,,,,,,X,,The VHD has reported that a car has an internal/external Door Emergency Release Handle activation.,,R167,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Three or More Load Sensor Failures Detected ,,,,,,,,,,,X,,The VHD has reported that there are three or more Load Sensor Failures Detected.,,R168,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,"PVID><TID> At <TRACKING LOC>: Doors ""Closed & Locked Loop"" Bypassed (TMS)",,,,,,,,,,,X,,"The VHD has reported that the train doors ""Closed & Locked Loop"" is bypassed (as detected by TMS).",,R169,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Train in Bypass ATC Mode (UDM) ,,,,,,,,,,,X,,The VHD has reported that the train is in Bypass ATC Mode (UDM).  UDM is : Bypass Key is ON and the Transfer Switch is in MDM(ATP) Mode.,,R170,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Train Rollback Detection,,,,,,,,,,,X,,The VHD has reported that there is a Train Rollback Detection (as detected by TMS).,,R171,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Unexpected Door Open Detection,,,,,,,,,,,X,,The VHD has reported that there is an Unexpected Door Open Detection (as detected by TMS).,,R172,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: At least one Shoe Collector Fuse Intervention,,,,,,,,,,,X,,The VHD has reported that there is at least one Shoe Collector Fuse Intervention exists.,,R173,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: CC Loss of Communication,,,,,,,,,,,X,,The VHD has reported that there is a CC loss of communication.,,R174,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Fire/Smoke/High Temperature Detected - Internal/Roof <Cara>,,,,,,,,,,,X,,The VHD has reported that there is a Fire/Smoke/High Temperature Detected - Internal/Roof on a car.,,R175,1,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Fire/Smoke/High Temperature Detected - Underframe <Cara>,,,,,,,,,,,X,,The VHD has reported that there is a Fire/Smoke/High Temperature Detected - Underframe on a car.,,R176,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Train Enabled To Run (TMS Running Ability),,,,,,,,,,,X,,The VHD has reported that there is a Train Enabled To Run (TMS determined Running Ability).,,R177,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Two or More Auxiliary Converter Major Faults,,,,,,,,,,,X,,The VHD has reported that there is two or more Auxiliary Converter Major Faults.,,R178,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: VAC <CARa> Minor Fault (Both Modules),,,,,,,,,,,X,,The VHD has reported that there is a VAC  Minor Fault (both modules) for a car.,,R179,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: VAC<nn> <CARa> Status: On/Off,,,,,,,,,,,X,,The VHD has reported that there has been a change to the VAC Status on a car.,,R180,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: Auxiliary Converter Unit <CARa> Status ACU<nn> Status: Off/On,,,,,,,,,,,X,,The VHD has reported that there has been a change to the Auxiliary Converter Unit Status for a car.,,R181,3,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
,PVID><TID> At <TRACKING LOC>: At least two Battery Charger Major Faults,,,,,,,,,,,X,,The VHD has reported that there are at least two Battery Charger Major Faults.,,R182+P434,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,VHD,RS,,,,Taipei Specific Alarms
ATS_GA_AL-303,Traction Power Segment <DEVICE>: In A Failed State,,,,,,,,,X,,,TRACTION_POWER_SEGMENT$MD_PRIMARY_IND_ON,Alarm generated when a traction power segment is in a failed state.,,S001,2,NA,N,All user types defined for the project,Manual,Inactive Condition,Traction power segment is no longer reporting a failed state.,Project-dependent,SCA,NA,NA,CORE,
ATS_GA_AL-304,Traction Power Segment <DEVICE>: In An Unknown State,,,,,,,,,X,,,TRACTION_POWER_SEGMENT$MD_SECONDARY_IND_ON,Alarm generated when a traction power segment is in an unknown state.,,S002,2,NA,N,All user types defined for the project,Manual,Inactive Condition,Traction power segment is no longer reporting an unknown state.,Project-dependent,SCA,NA,NA,CORE,
ATS_GA_AL-305,Traction Power Segment <DEVICE>: In A Degraded State,,,,,,,,,X,,,TRACTION_POWER_SEGMENT$MD_TERTIARY_IND_ON,Alarm generated when a traction power segment is in a degraded state.,,S003,2,NA,N,All user types defined for the project,Manual,Inactive Condition,Traction power segment is no longer reporting a degraded state.,Project-dependent,SCA,NA,NA,CORE,
ATS_GA_AL-298,<LOCATION>< DEVICE>: Exterior Wash Failure,,,,,,,,,X,,,I_EXTERIOR_WASH_STATUS$MD_PRIMARY_IND_ON,Alarm generated when an Exterior Wash Failure indication is received through the SCADA interface.,,S004,3,NA,N,"Dispatcher, Supervisor, SysManager",Manual,Inactive Condition,Exterior Wash Failure is no longer reported,ATS-SCADA ICDD ,SCA,KCR SCADA Updates,"15763
3549","4.8    
4.10.01",
,<LOCATION> Car Wash Needs Maintenance,,,,,,,,,X,,,,Alarm generated when car wash needs maintenance bit is received through the SCADA interface.,,S005,2,NA,Y,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Inactive Condition,ATS-SCADA ICDD,SCADA,Cleaning and Washing,7370,4.12,
,<LOCATION> Car Wash Failure,,,,,,,,,X,,,,Alarm generated when a car wash failure bit is received through the SCADA interface.,,S006,2,NA,Y,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Inactive Condition,ATS-SCADA ICDD,SCADA,Cleaning and Washing,7370,4.12,
ATS_GA_AL-306,<LOCATION>: Exterior Wash Is Out of Order,,,,,,,,,X,,,WASH_PLANT_MD$MD_PRIMARY_IND_ON,Alarm generated when an Exterior Wash Out of Order indication is received through the SCADA interface.,,S007,4,NA,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When alarm no longer exists,ATS-SCADA ICDD,SCA,KCR SCADA Updates,15763,4.10.01,
ATS_GA_AL-299,<DEVICE>: Fire Alarm Activation,,,,,,,,,X,,,I_FIRE_ALARM$MD_PRIMARY_IND_ON,This alarm is generated when a Station Fire Alarm indication is received through the SCADA interface.,,S008,2,NA,N,"Dispatcher, Supervisor, SysManager",Manual,Inactive Condition,When alarm no longer exists,ATS-SCADA ICDD ,SCA,KCR SCADA Updates,15763,4.10.01,
,Wind Speed: Exceeds 62 KPH And Is Less Than Or Equal To 88 KPH,,,,,,,,,X,,,,Alarm generated when Wind Exceeds 62 kph And Is Less Than Or Equal To 88 kph is reported.,,S010,2,NA,N,All user types defined for the project,Manual,Inactive Condition,,SCADA,SCA,,,,Taipei Specific Alarms
,Wind Speed: Exceeds 88 KPH,,,,,,,,,X,,,,Alarm generated when Wind Exceeds 88 kph is reported.,,S011,1,NA,N,All user types defined for the project,Manual,Inactive Condition,,SCADA,SCA,,,,Taipei Specific Alarms
,Earthquake Detected At <LOCATION><DEVICE> ,,,,,,,,,X,,,EARTHQUAKE_DETECTED,Alarm generated when Earthquake Detected is reported.,,S012,1,NA,N,All user types defined for the project,Manual,Inactive Condition,,SCADA,SCA,,,,Taipei Specific Alarms
ATS_GA_AL-309,Invalid Vehicle Unit <NUMBER>: Invalid Vehicle Has Been Reported For A Non-Communicating Train ,,,X,,,,,,,,,CBTC_NONCOMM_TRAIN_INVALID_ID,Alarm generated when the ATS Subsystem receives a non-communicating train State report from the CBTC System and the report includes a vehicle that is not known in the ATS Subsystem.,,V001,5,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,Misc IXL,VEH,NA,NA,CORE,
